,,,,,,,,Assembled dimensions,,,Total Weight,Number of boxes,Box 1,Box 2,Box 3,Box 4,Box 5,Box 6,Box 7,Box 8,Box 9,Box 10,TOTAL,Box 1 information,,,,,Box 2 information,,,,,Box 3 information,,,,,Box 4 information,,,,,Box 5 information,,,,,Box 6 information,,,,,Box 7 information,,,,,Box 8 information,,,,,Box 9 information,,,,,Box 10 information,,,,,Bullet Points,,,,,,Supporting Documents,,,,,,,,Images,,,,,,,,,,,,,,,,,,,,Categories,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000080891,0000080891,,Seaford ,Seaford Black Metal Asymmetrical Bookcase with 3 Black Shelves,"Create a distinctive focal point in your room with this bookcase, which combines a matte black powder-coated steel frame and base with three ash black rough melamine shelves. The asymmetrical design adds a unique and modern touch to the piece, making it not only a functional storage solution but also an intriguing decorative element for any contemporary space.",Shelf melamine ash black rough / Frame steel matt black rough powder coated,5713941056245,77,114,35,11.3,1,12.8,,,,,,,,,,0.046,5713941056245,128.5,38,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powder coated metal frame for style and durability ,Versatile bookcase with plenty of storage ,Blends with many styles of décor,Shelves in black ash look,Danish design exclusively protected for Actona,,https://dl.dropboxusercontent.com/scl/fi/m71wmqw2lyh57hil6wyfg/90A0000080891.pdf?rlkey=v84ow1fvdjhvst4hg3cyx6ia4&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/fn9nhm23s2k91rgufu92s/90A0000080891_1.jpg?rlkey=cbo3ff3vvcy2o9lyf7n7kryae&dl=0,https://www.dropbox.com/scl/fi/n3x51mmoj26kr0stnhjww/90A0000080891_2.jpg?rlkey=m4qdvw9faqvjch88uztfimr5v&dl=0,https://www.dropbox.com/scl/fi/ntx5y5a1f3sph0812z52w/90A0000080891_3.jpg?rlkey=d9po55n3206rssfdbuspw07vi&dl=0,https://www.dropbox.com/scl/fi/d19za9c7jfoourd3luj9u/90A0000080891_4.jpg?rlkey=x5g3b9obqm8dvlwqt8mv2yorc&dl=0,https://www.dropbox.com/scl/fi/8yutsqimq679frm3sqklq/90A0000080891_5.jpg?rlkey=ufo5za3zbph75ve574vfw2kzt&dl=0,https://www.dropbox.com/scl/fi/apxly51cdnsor0xdjidn1/90A0000080891_6.jpg?rlkey=eavy82iaugkkdpyksk8f46njl&dl=0,https://www.dropbox.com/scl/fi/2k62j3jw4jqjvb7qqk14f/90A0000080891_7.jpg?rlkey=t20kaxq2f2rx22kcs5e97sd74&dl=0,https://www.dropbox.com/scl/fi/l9tfrvrphmkmm9unw8htf/90A0000080891_8.jpg?rlkey=v31dd5qy2zvo5rto7eu037jet&dl=0, , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000080892,0000080892,,Seaford ,Seaford Tall Black Metal Bookcase with 5 Black Shelves,"Discover the perfect blend of style and utility with this chic bookcase, boasting a matte black steel structure and five durable shelves in a sophisticated ash black finish, complete with a distinctive asymmetrical design.",Shelf melamine ash black rough / Frame steel matt black rough powder coated,5713941056252,77,185,35,16.4,1,18.5,,,,,,,,,,0.072,5713941056252,189,40,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supported by a metal base with a powder coated appearance,Made of carefully selected materials there are easy to maintain,Exclusive design rights,Featuring a striking wood effect this piece has the personality to blend with many styles of decor,,,https://dl.dropboxusercontent.com/scl/fi/2a83tbhukt6pfzjxv58x1/90A0000080892.pdf?rlkey=nh1vbnr9zbqucz9pcqlm4p0ui&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/7qsudgmrtko7ka21vv9ap/90A0000080892_1.jpg?rlkey=c6bmwq5q6kuyz27k6cm37sj3s&dl=0,https://www.dropbox.com/scl/fi/qz55tsnuo2kvgq2y8s7oz/90A0000080892_2.jpg?rlkey=ei1jecxq58u70fi2z2shox04h&dl=0,https://www.dropbox.com/scl/fi/01fkpczb7i49avfk62amp/90A0000080892_3.jpg?rlkey=isbam2vomngi2dxc89ukm2jh0&dl=0,https://www.dropbox.com/scl/fi/6lpmz4yhvbtq34i9gatry/90A0000080892_4.jpg?rlkey=lo2ho509s6v8cijawok5ny4vh&dl=0,https://www.dropbox.com/scl/fi/uyekjlip1qkzlqeuxn0zh/90A0000080892_5.jpg?rlkey=844rx6t89zsaj3fcomr4h7u2l&dl=0,https://www.dropbox.com/scl/fi/nxh9sv9tomrc2tyw1u5k3/90A0000080892_6.jpg?rlkey=w9c18sagvp8howr4pmjwlp438&dl=0,https://www.dropbox.com/scl/fi/1c29v417bhy8wm736fwwc/90A0000080892_7.jpg?rlkey=xg2a77xxohrbhwnx632pitgba&dl=0,https://www.dropbox.com/scl/fi/dlvkg253ykjp1288dyzjm/90A0000080892_8.jpg?rlkey=mcrpw4rc7c473f3togilxhacd&dl=0,https://www.dropbox.com/scl/fi/ujcej9q9ucp80jy9qi5le/90A0000080892_9.jpg?rlkey=jq46fu1gbdf7wj62ceskimzny&dl=0,https://www.dropbox.com/scl/fi/rauui8jh5r3x6klabn5uv/90A0000080892_10.jpg?rlkey=tl9qscllrl4skyd8yxv91a140&dl=0, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000081317,0000081317,,Seaford ,Seaford Bedside Table with 1 Drawer in Black & Oak,"Elevate your bedroom's ambiance with this rectangular bedside table, showcasing a matt wild oak finish on the top, drawer, and shelf. The sturdy base is crafted from matte black powder-coated steel, complemented by smooth metal runners for effortless functionality. This piece merges rustic charm with industrial durability, making it an ideal addition to any modern sleeping quarters.",Top paper matt wild oak rough / Base steel matt black rough powder coated,5713941061270,42,63,35,6.6,1,7.6,,,,,,,,,,0.029,5713941061270,69,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedside table with wooden structure ,1 practical drawer with metal runners,"1 shelf for décor, bits, and bobs ",Designed by Nissens tegnestue and exclusively protected for Actona ,,,https://dl.dropboxusercontent.com/scl/fi/i159iqbivkg0hii9ffshl/90A0000081317.pdf?rlkey=w0lu4b8btjsyx4uco7r4ipas1&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/lu08psymsyzxw1ix0qn9r/90A0000081317_1.jpg?rlkey=0m8o6pongfqg00kbioegynuqx&dl=0,https://www.dropbox.com/scl/fi/xbnfmbrrnu79nf6iqlorl/90A0000081317_2.jpg?rlkey=guwf8blg0cu8sqvp6hp356fti&dl=0,https://www.dropbox.com/scl/fi/jka1h1q2movofxz9cuqdb/90A0000081317_3.jpg?rlkey=4evklo013awqrdisz699ugxzf&dl=0,https://www.dropbox.com/scl/fi/70oo1lxuhgiw8sjwngl3r/90A0000081317_4.jpg?rlkey=81sw63xvooiqxugvhnnrn8oxa&dl=0,https://www.dropbox.com/scl/fi/z0notdrqdhd4zm7mv1sct/90A0000081317_5.jpg?rlkey=w6rza0igvsw9vahy6u14cq5dh&dl=0,https://www.dropbox.com/scl/fi/dlt8e4va5k4btvmbqg95y/90A0000081317_6.jpg?rlkey=rrblr6j3d4457gh0f5euwuen3&dl=0,https://www.dropbox.com/scl/fi/jgrnrb00tm4hrnyoky940/90A0000081317_7.jpg?rlkey=fuq99ajs7f536lad1d9lsu8l3&dl=0,https://www.dropbox.com/scl/fi/c6qswdre43gg6w6zru8gd/90A0000081317_9.jpg?rlkey=maafz5h6ki6gicx6tf2pybqle&dl=0,https://www.dropbox.com/scl/fi/uzfe7se88q2vypqwffqp9/90A0000081317_8.jpg?rlkey=7k2zh07wsblhhh81ivvln7u4c&dl=0, , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000081691,0000081691,,Seaford ,Seaford TV Unit 2 Doors 1 Drawer in Black & Oak,"Streamline your entertainment area with this sophisticated TV unit, featuring a sleek black top and frame, complemented by two doors and a drawer in a matte wild oak effect finish. The sturdy base, innovative push-to-open doors, soft-close function, and convenient wire management system combine functionality with style.",Top MDF black PU painted / Base steel matt black rough powder coated,5713941065230,140,45,40,27.7,1,29.8,,,,,,,,,,0.099,5713941065230,149.5,47,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danish design exclusively protected for Actona,Contemporary and timeless look for modern spaces ,"Features 2 closed compartments, 1 open compartment, 1 drawer",Smooth-gliding drawer due to metal runners,Wire management to keep cables organised,Push-to-open function for a modern feel,https://dl.dropboxusercontent.com/scl/fi/rawxl0skf8f1qlxiozu9d/90A0000081691.pdf?rlkey=bpr60iofb2xh9xunj84rbdxcm&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/idbjhtyjo5a4we1kfgicb/90A0000081691_1.jpg?rlkey=c5ecphep16mxy1r01wp3ag49m&dl=0,https://www.dropbox.com/scl/fi/0wv1uqghb0eifan4bse0y/90A0000081691_2.jpg?rlkey=jovxqddiubglky3nvrt4juyig&dl=0,https://www.dropbox.com/scl/fi/uxv3vh136qm0rx4g00w2z/90A0000081691_3.jpg?rlkey=rfeqyyuuy0fy1yz4kjj7aexri&dl=0,https://www.dropbox.com/scl/fi/047kryuvnf29unlq1hy17/90A0000081691_4.jpg?rlkey=c8jj2luhd5eh3nftw6o983zon&dl=0,https://www.dropbox.com/scl/fi/y2ae1fy46q75m5axkf7j0/90A0000081691_5.jpg?rlkey=e3efo1l04i2bixhhq8kr7sdl1&dl=0,https://www.dropbox.com/scl/fi/lhbcbhv27cfrtyrcqvqyx/90A0000081691_6.jpg?rlkey=perj40kqc7ohqgio43z7833iy&dl=0,https://www.dropbox.com/scl/fi/sbfpl231m7syy75yijzhe/90A0000081691_7.jpg?rlkey=fyalty42zu5hot64ho51g5wsl&dl=0,https://www.dropbox.com/scl/fi/ykb0k33n71qfkpbgxf9k1/90A0000081691_8.jpg?rlkey=qvvsfblnqnczwz2serxy4mx7g&dl=0,, , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000082371,0000082371,,Seaford ,Seaford Black Metal Open TV Unit with 3 Oak Shelves,"Reimagine your entertainment space with our TV unit, where the rustic charm of a matt wild oak shelves effect meets the modernity of a matt black steel frame and base. The asymmetrical design adds an artistic flair, perfect for a contemporary home setup.",Top paper matt wild oak rough / Base steel matt black rough powder coated,5713941073174,120,46,33,10.8,1,12.1,,,,,,,,,,0.063,5713941073174,124,34,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TV unit perfect for your entertaintment media,"Modern, industrial design",Asymmetric shelving in wild oak look ,Rough powder coated metal base ,Danish design exclusively protected for Actona,,https://dl.dropboxusercontent.com/scl/fi/efid9g2w0h29ps58xkkc8/90A0000082371.pdf?rlkey=0sncq9pfj3851di4jtl2pt5qj&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/yfvyaaf99cdwpvf5yfvq5/90A0000082371_1.jpg?rlkey=p9hrvo5t7zhsyjgkss0n4dcgd&dl=0,https://www.dropbox.com/scl/fi/snjtnxpp59x5etnsrzp28/90A0000082371_2.jpg?rlkey=szgk2prt4g23u1ed0ck80s69e&dl=0,https://www.dropbox.com/scl/fi/q2o9e56cl7widby7a705i/90A0000082371_3.jpg?rlkey=jpodovtokbgh3x2rkzhem9hgd&dl=0,https://www.dropbox.com/scl/fi/qlsh9go2glxchtny80x8x/90A0000082371_4.jpg?rlkey=n3wfuchk5msn8bjp5ex0gqm3j&dl=0,https://www.dropbox.com/scl/fi/dh3xn4jck2da2dl1u1r8m/90A0000082371_5.jpg?rlkey=lpmyxhbfg0j6nu4jumsvwqqja&dl=0,https://www.dropbox.com/scl/fi/lssd4l59pan1b94vfd8vl/90A0000082371_6.jpg?rlkey=jkqfgx0hkhqp1oz66yrupgta3&dl=0, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000082563,0000082563,,Seaford ,Seaford Black Metal Coffee Table with Oak Top,"Discover the essence of minimalist elegance with our coffee table, featuring a sleek matt wild oak effect top paired with a sturdy matt black steel base. Perfect for modern interiors, this table combines functionality with a timeless design to complement your living space.",Top paper matt wild oak rough / Base steel matt black rough powder coated,5713941075581,60,40,60,5.0,1,5.9,,,,,,,,,,0.025,5713941075581,64.5,63,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exclusive design rights,Modern centerpiece for any home,Powder coated frame strenghtening the industrial  feeling,Blends with many interior styles,Wild oak effect for a natural look,,https://dl.dropboxusercontent.com/scl/fi/vwolwejhexspm22xsatgd/90A0000082563.pdf?rlkey=4myioaqvx3s6pknc0ao8xrhh2&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/heirhqxabngelomh71k96/90A0000082563_1.jpg?rlkey=od3znx9wwxl5e2h4ajwxx2c2i&dl=0,https://www.dropbox.com/scl/fi/erl46nim3oi3mx8nidtgy/90A0000082563_2.jpg?rlkey=jfcxfsa3mxxj873jmvwi1zgwq&dl=0,https://www.dropbox.com/scl/fi/9x54s0ua2g3b5kerz84w6/90A0000082563_3.jpg?rlkey=d76st3dwx21p7lvfjp5qsf8r9&dl=0,https://www.dropbox.com/scl/fi/oowcd0o0xg7242z5ya1su/90A0000082563_4.jpg?rlkey=d2vdzcuq56gt0447g8fvbcd32&dl=0,https://www.dropbox.com/scl/fi/dd5t004u7pcyruegmn611/90A0000082563_5.jpg?rlkey=c91495vt09cgcy92r8l8w7nc2&dl=0,https://www.dropbox.com/scl/fi/qlz238c6bp4yelwkf8xwu/90A0000082563_6.jpg?rlkey=a0yw8wq8ovlv9jnayi2mjwoo1&dl=0,https://www.dropbox.com/scl/fi/y1qrdtnhljizlt7sibt6x/90A0000082563_7.jpg?rlkey=ze6abecfofj8h7tfa25nx793w&dl=0,https://www.dropbox.com/scl/fi/lqdkv1qv2tklu8qdsvxoe/90A0000082563_8.jpg?rlkey=nrqy62v0t0bavop10or7m1u7x&dl=0,https://www.dropbox.com/scl/fi/2oer6n1hyear6uq53grr4/90A0000082563_9.jpg?rlkey=7gzf05vhfaq931oer2lrb2mxr&dl=0,https://www.dropbox.com/scl/fi/0fr90eutylerhqxgtxk0y/90A0000082563_10.jpg?rlkey=phtj30jyp6uu4vcbwcx47ooj7&dl=0, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000083431,0000083431,,Seaford ,Seaford 3 Door 2 Drawer Sideboard in Black & Oak,"Transform your space with this versatile sideboard, crafted with a sleek black finish on the top and frame for a touch of elegance. The unit features three doors and two drawers with a matte wild oak texture, providing ample storage with a contemporary edge. The sturdy base is made of matte black powder-coated steel, and the innovative push-to-open function ensures ease of use and a streamlined appearance.",Top MDF black PU painted / Base steel matt black rough powder coated,5713941083845,80,103,40,34.7,1,36.8,,,,,,,,,,0.095,5713941083845,89,47,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danish design exclusively protected for Actona ,Sophisticated industrial design with asymmetrical element,Contrasting black frame and wild oak look ,Made of easy to maintain materials,3 doors and 2 drawers with push to open function,,https://dl.dropboxusercontent.com/scl/fi/iiu4bsulz5oaq7qfoy7jy/90A0000083431.pdf?rlkey=ze7qkkpo72ftpag8rf8of90qf&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/6i361f07i8s5dn0eepame/90A0000083431_1.jpg?rlkey=cmekdilfthhicpteqid1zoztx&dl=0,https://www.dropbox.com/scl/fi/t62bzhtmidqw8jjtu5030/90A0000083431_2.jpg?rlkey=oq9y29ncxi59ieivyn7r1xj05&dl=0,https://www.dropbox.com/scl/fi/8ap70oqwun4e1mtl8dsab/90A0000083431_3.jpg?rlkey=kogiwbyzfy59m31qib7mmf6ty&dl=0,https://www.dropbox.com/scl/fi/n985rth9l52scvs4sj7oh/90A0000083431_4.jpg?rlkey=lw4tqbmcvv0iio2cak45st479&dl=0,https://www.dropbox.com/scl/fi/ipulzzh5tk8pg3j72dpac/90A0000083431_5.jpg?rlkey=o1un1y73otd7tjmuivys8rnda&dl=0,https://www.dropbox.com/scl/fi/8nbofwq9v3uoqhcugi608/90A0000083431_6.jpg?rlkey=otpb731ney2nkruvdk5da8a1c&dl=0,https://www.dropbox.com/scl/fi/k83xbxg9w74jv2b733puo/90A0000083431_7.jpg?rlkey=ouyg456o1dk6wcp79fbncof9f&dl=0,https://www.dropbox.com/scl/fi/r4r8zkd6v3ghcgadygpac/90A0000083431_8.jpg?rlkey=9yvueykxur1631n3t2mhzmw4c&dl=0,https://www.dropbox.com/scl/fi/nmki7k6i7waqa7bfxzres/90A0000083431_9.jpg?rlkey=flfejypif6qiyj1at5vu788qr&dl=0,https://www.dropbox.com/scl/fi/b2h1qvqjcn5qrk4rgdy41/90A0000083431_10.jpg?rlkey=dwst2ag1tcjf5hslm2xkz4zy5&dl=0, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000083439,0000083439,,Seaford ,Seaford 1 Door 3 Drawer Small Sideboard in Black & Oak,"Discover the essence of minimalist elegance with this sideboard, featuring a striking black painted top and frame, complemented by matte wild oak finished doors and drawers. The black melamine shelf and matte black powder-coated steel base provide a durable foundation, while the push-to-open function adds a seamless and modern touch.",Top MDF black PU painted / Base steel matt black rough powder coated,5713941083951,120,82,40,43.8,1,46.0,,,,,,,,,,0.132,5713941083951,129,46.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danish design exclusively protected for Actona ,Sophisticated industrial design ,Contrasting black frame and wild oak look ,Made of easy to maintain materials,1 door and 3 drawers with push to open function,,https://dl.dropboxusercontent.com/scl/fi/ezaede9oh2ofsnkkvd54d/90A0000083439.pdf?rlkey=pxtb83ntzvqpzkjzvk0prqngb&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/h43v915a79ft4l9m78f8w/90A0000083439_1.jpg?rlkey=i41ddegc6org4rimdsuptrii8&dl=0,https://www.dropbox.com/scl/fi/0ysdluxp9nz4snstlnnfz/90A0000083439_2.jpg?rlkey=rub0cc5clpmbc26byiv3zryhm&dl=0,https://www.dropbox.com/scl/fi/tuifo24jd6qjkar68x0fg/90A0000083439_3.jpg?rlkey=wjrgcsytkpsnbjwb7ecsjhgx1&dl=0,https://www.dropbox.com/scl/fi/04t7raak90z5aj09cut4q/90A0000083439_4.jpg?rlkey=yai6chmf1yst4annwc8895vil&dl=0,https://www.dropbox.com/scl/fi/cnlw52j0f70r5vr0l30ki/90A0000083439_5.jpg?rlkey=bmb8ulolnf2ik7eqqsl6gqs4a&dl=0,https://www.dropbox.com/scl/fi/wlmu2wi3rdprlcynyoq5t/90A0000083439_6.jpg?rlkey=rdr3qlidevzxvlmyav0mqpaik&dl=0,https://www.dropbox.com/scl/fi/tke8dnlhcjc9rgcg73mg9/90A0000083439_7.jpg?rlkey=4zwfg755leatc3c70jwf9rbpr&dl=0,https://www.dropbox.com/scl/fi/273ofoo6vu3p0zgwgexof/90A0000083439_8.jpg?rlkey=6jcfsydtd6k3zj4ws2euzc2q6&dl=0,https://www.dropbox.com/scl/fi/514qlcmy0gs185e8xh4k1/90A0000083439_9.jpg?rlkey=4d3j0cmh21b3wflcla00shszm&dl=0,https://www.dropbox.com/scl/fi/ji8vxe9uk72o1cax266yr/90A0000083439_10.jpg?rlkey=2wru8jv2lnmdz26nyymdbf5vf&dl=0, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000083603,0000083603,,Seaford ,Seaford Black Metal Side Table with Black Top,"Accentuate your space with our rectangular side table, showcasing an elegant ash black top on a robust matt black steel base. Its sleek design is a versatile addition to any room, offering both style and practicality.",Top melamine ash black rough / Base steel matt black rough powder coated,5713941085931,43,63,35,3.0,1,3.8,,,,,,,,,,0.022,5713941085931,68.6,46.5,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exclusive design rights,Powder coated metal frame for style and durability ,Blends with many styles of décor,Top in black ash look,,,https://dl.dropboxusercontent.com/scl/fi/9qi0hvkwr66m8yg2bfvyq/90A0000083603.pdf?rlkey=x0ougn8s2jyyofaa395qrm7wq&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/y1us5rc49k8nrmq3pmlgi/90A0000083603_1.jpg?rlkey=3vjbny4hgcburusbkirbfgcfu&dl=0,https://www.dropbox.com/scl/fi/yv1j96pervb3txrq64hf4/90A0000083603_2.jpg?rlkey=aj493co9fbm6i7frv00plv6zo&dl=0,https://www.dropbox.com/scl/fi/6ucq7qzowjrjvpdjyo9gq/90A0000083603_3.jpg?rlkey=w2swaciu7mzc48w5ohiril83f&dl=0,https://www.dropbox.com/scl/fi/bkjzibu0wz8pm416ifd30/90A0000083603_4.jpg?rlkey=rascor7ye9gfhf15nimt77241&dl=0,https://www.dropbox.com/scl/fi/5u6r7utnyg03sqtmzqngn/90A0000083603_5.jpg?rlkey=i2crcrhnxjpeqm0wv0u9kc68u&dl=0,https://www.dropbox.com/scl/fi/1bzzri3cmq4ix0646wy6o/90A0000083603_6.jpg?rlkey=ybq6ex39iu1zsdsah96fphdwm&dl=0,https://www.dropbox.com/scl/fi/sphm6jd9ejcr684c8prmw/90A0000083603_7.jpg?rlkey=ttdc0hpyqb8sv9ahken0ws8ex&dl=0,https://www.dropbox.com/scl/fi/vhjuf3j0ogcv0ps85vk94/90A0000083603_8.jpg?rlkey=5j9nb6swcj6s9fbwee3mucm7j&dl=0,https://www.dropbox.com/scl/fi/jcmt4odp8oqh3lzo1t4ig/90A0000083603_9.jpg?rlkey=k1x6eewq73wxwqf5rl374sdcq&dl=0, , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000083647,0000083647,,Seaford ,Seaford Black Metal Small Round Side Table with Black Top,"Introduce a modern accent to your living space with our round side table, which features a chic ash black top and a solid matt black steel base. Its circular form is both stylish and functional, ideal for complementing a variety of interior designs",Top melamine ash black rough / Base steel matt black rough powder coated,5713941086402,40,55,40,2.6,1,3.1,,,,,,,,,,0.014,5713941086402,54.5,43,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Side table designed in an industrial style,Interesting round shape with a lightweight look,Round tabletop with black ash look,Stable metal construction,Danish design exclusively protected for Actona,,https://dl.dropboxusercontent.com/scl/fi/306tetf431gkfzyzp5mw8/90A0000083647.pdf?rlkey=zsnnalwil8cymagldhlxou5rf&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/4ubruu7n08e8flvhe3r0e/90A0000083647_1.jpg?rlkey=wqdi2qktb87j334yiwk967asx&dl=0,https://www.dropbox.com/scl/fi/z2m6jits1fdspjhcg5cs1/90A0000083647_2.jpg?rlkey=g6cp5lngdikie0pfg7625lvly&dl=0,https://www.dropbox.com/scl/fi/zn7dgb9xu7jzt86kx2p6e/90A0000083647_3.jpg?rlkey=rfvzr9i2sl9pfx9j8gijmn9n2&dl=0,https://www.dropbox.com/scl/fi/ajw62wfh7c0jnhu162c4e/90A0000083647_4.jpg?rlkey=6dd4s32ffv7j8pga5yh0fs6ln&dl=0,https://www.dropbox.com/scl/fi/i5uwz37ss3iwsqxdeyess/90A0000083647_5.jpg?rlkey=pwsiuj3pzt6bepq1ehaaye77m&dl=0,https://www.dropbox.com/scl/fi/3yvsq5pkwpes3dpua2eaw/90A0000083647_6.jpg?rlkey=ea6hb3pafjlhywwspwn9muf8e&dl=0, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000084628,0000084628,,Seaford ,Seaford Black Metal Open TV Unit with 3 Black Shelves,"Craft a captivating centerpiece for your media room with our TV unit, showcasing a sleek ash black top and shelves, set against a matte black steel frame and base. The asymmetrical design adds a contemporary twist, making it a standout addition to any modern home.",Top melamine ash black rough / Base steel matt black rough powder coated,5713941095473,120,46,33,10.8,1,12.1,,,,,,,,,,0.063,5713941095473,124,34,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rough powder coated metal base ,Open back perfect for cables ,Asymmetric shelving in black ash look ,Danish design exclusively protected for Actona,,,https://dl.dropboxusercontent.com/scl/fi/kto1lcolq2hcrcsjhejim/90A0000084628.pdf?rlkey=mzay2s9e7sdrp4unxnp5wpryu&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/lqxaa0vgyt35oq0atr6gd/90A0000084628_1.jpg?rlkey=czxg0faol69yaag1yg9qzf483&dl=0,https://www.dropbox.com/scl/fi/7xdxp56ii89ez7nvtda4k/90A0000084628_2.jpg?rlkey=ht1o0j9lzz80io936m9a7pa3n&dl=0,https://www.dropbox.com/scl/fi/s7jvkrwjlks3h0338ghu1/90A0000084628_3.jpg?rlkey=mrt3n405nfgipwpwsjzqatru9&dl=0,https://www.dropbox.com/scl/fi/8samiys7rg56x4rcbgvcx/90A0000084628_4.jpg?rlkey=dje7slef0p8n5nlmiiwgwy3m7&dl=0,https://www.dropbox.com/scl/fi/8jcbseyj4x9xtbgkn8obw/90A0000084628_5.jpg?rlkey=o3jnfmf24pktjgpsl7oyva6gr&dl=0,https://www.dropbox.com/scl/fi/3vme6og9loe2apobycn0z/90A0000084628_6.jpg?rlkey=r4wib5usppjarxws3xdkq5upm&dl=0,https://www.dropbox.com/scl/fi/yuhazr8b4p0mwrrw8w2q9/90A0000084628_7.jpg?rlkey=541i86is5u6z8c5zvzrgyak4w&dl=0,https://www.dropbox.com/scl/fi/mw6icbkf62a4pf6w6i9xn/90A0000084628_8.jpg?rlkey=98rrkxry9mtarsk0j39ek1tl8&dl=0,https://www.dropbox.com/scl/fi/e56o4y270v90i2s7hpiqj/90A0000084628_9.jpg?rlkey=bplf6zvtet0emw8tc2mmtmbkh&dl=0, , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
